,home_team,away_team,home_score,away_score,days_since,home_win
476,Japaleno,Movistar Riders,0.0,1.0,13.0,0.0
477,Mustang Crew,forZe,0.0,2.0,13.0,0.0
478,Virtus.pro,Syman,2.0,0.0,13.0,1.0
479,Espada,Hard Legion,2.0,0.0,13.0,1.0
480,Natus Vincere,pro100,2.0,0.0,13.0,1.0
481,Nordavind,GODSENT,2.0,0.0,13.0,1.0
482,AGO,Salamander,0.0,2.0,13.0,0.0
483,PC419,Skyfire,1.0,0.0,13.0,1.0
484,Overt,Justice,1.0,0.0,13.0,1.0
485,Mustang Crew,AGO,0.0,1.0,13.0,0.0
486,Rooster,Mako,1.0,0.0,13.0,1.0
487,TyLoo,Mazaalai,2.0,0.0,13.0,1.0
488,Secret,Heroic,0.0,2.0,13.0,0.0
489,D13,Camel Riders,0.0,2.0,13.0,0.0
490,Salamander,forZe,1.0,0.0,13.0,1.0
491,Beyond,TIGER,0.0,2.0,13.0,0.0
492,ViCi Gaming,Lucid Dream,2.0,0.0,13.0,1.0
493,ORDER,Renegades,0.0,2.0,13.0,0.0
494,Ground Zero,Chiefs,0.0,2.0,13.0,0.0
495,Polar Ace,Morning Light,0.0,1.0,13.0,0.0
496,HAVU,AGO,1.0,0.0,14.0,1.0
497,Apeks,AVEZ,2.0,0.0,14.0,1.0
498,Spirit,Unique,2.0,0.0,14.0,1.0
499,forZe,Winstrike,2.0,0.0,14.0,1.0
500,Nemiga,Gambit Youngsters,2.0,1.0,14.0,1.0
501,Virtus.pro,Sprout,0.0,2.0,14.0,0.0
502,Skyfire,Justice,1.0,0.0,14.0,1.0
503,Rooster,Overt,1.0,0.0,14.0,1.0
504, esea open,Ground Zero,0.0,1.0,14.0,0.0
505,AVEZ,Sprout,0.0,1.0,14.0,0.0
506,Mako,Skyfire,0.0,1.0,14.0,0.0
507, esea open,Bantz,0.0,1.0,14.0,0.0
508,Virtus.pro,Apeks,1.0,0.0,14.0,1.0
509,Keyd,W7M,0.0,2.0,14.0,0.0
510,Bravos,DETONA,1.0,1.0,14.0,1.0
511,Salamander,Tricked,1.0,0.0,14.0,1.0
512,Endpoint,ALTERNATE aTTaX,1.0,0.0,14.0,1.0
513,Tricked,Endpoint,0.0,1.0,14.0,0.0
514,ALTERNATE aTTaX,Salamander,1.0,0.0,14.0,1.0
515,Salamander,Endpoint,0.0,1.0,14.0,0.0
516,AGO,HAVU,0.0,1.0,14.0,0.0
517,AVEZ,Apeks,0.0,2.0,14.0,0.0
518,Unique,Spirit,0.0,2.0,14.0,0.0
519,Winstrike,forZe,0.0,2.0,14.0,0.0
520,Gambit Youngsters,Nemiga,1.0,2.0,14.0,0.0
521,Sprout,Virtus.pro,2.0,0.0,14.0,1.0
522,Justice,Skyfire,0.0,1.0,14.0,0.0
523,Overt,Rooster,0.0,1.0,14.0,0.0
524,Ground Zero, esea open,1.0,0.0,14.0,1.0
525,Sprout,AVEZ,1.0,0.0,14.0,1.0
526,Skyfire,Mako,1.0,0.0,14.0,1.0
527,Bantz, esea open,1.0,0.0,14.0,1.0
528,Apeks,Virtus.pro,0.0,1.0,14.0,0.0
529,W7M,Keyd,2.0,0.0,14.0,1.0
530,DETONA,Bravos,1.0,1.0,14.0,1.0
531,Tricked,Salamander,0.0,1.0,14.0,0.0
532,ALTERNATE aTTaX,Endpoint,0.0,1.0,14.0,0.0
533,Endpoint,Tricked,1.0,0.0,14.0,1.0
534,Salamander,ALTERNATE aTTaX,0.0,1.0,14.0,0.0
535,Endpoint,Salamander,1.0,0.0,14.0,1.0
536,forZe,Gambit Youngsters,0.0,2.0,15.0,0.0
537,ALTERNATE aTTaX,Tricked,1.0,0.0,15.0,1.0
538,Sprout,Nordavind,0.0,2.0,15.0,0.0
539,Chiefs,Forbidden,1.0,0.0,15.0,1.0
540, esea open,Paradox,0.0,1.0,15.0,0.0
541,Ground Zero,Mako,1.0,0.0,15.0,1.0
542,Heretics,Secret,1.0,2.0,15.0,0.0
543,Incept,Chiefs,0.0,1.0,15.0,0.0
544,Liquid,YeaH!,2.0,0.0,15.0,1.0
545,MIBR,FURIA,0.0,2.0,15.0,0.0
546,EnVy,Bad News Bears,2.0,1.0,15.0,1.0
547,Heroic,Dignitas,1.0,2.0,15.0,0.0
548,Copenhagen Flames,Movistar Riders,2.0,0.0,15.0,1.0
549,mousesports,G2,2.0,1.0,15.0,1.0
550,Espada,Gambit Youngsters,1.0,2.0,15.0,0.0
551,Gambit Youngsters,forZe,2.0,0.0,15.0,1.0
552,Tricked,ALTERNATE aTTaX,0.0,1.0,15.0,0.0
553,Nordavind,Sprout,2.0,0.0,15.0,1.0
554,Forbidden,Chiefs,0.0,1.0,15.0,0.0
555,Paradox, esea open,1.0,0.0,15.0,1.0
556,Mako,Ground Zero,0.0,1.0,15.0,0.0
557,Secret,Heretics,2.0,1.0,15.0,1.0
558,Chiefs,Incept,1.0,0.0,15.0,1.0
559,YeaH!,Liquid,0.0,2.0,15.0,0.0
560,FURIA,MIBR,2.0,0.0,15.0,1.0
561,Bad News Bears,EnVy,1.0,2.0,15.0,0.0
562,Dignitas,Heroic,2.0,1.0,15.0,1.0
563,Movistar Riders,Copenhagen Flames,0.0,2.0,15.0,0.0
564,G2,mousesports,1.0,2.0,15.0,0.0
565,Gambit Youngsters,Espada,2.0,1.0,15.0,1.0
566,Dignitas,North,2.0,0.0,16.0,1.0
567,Espada,Syman,1.0,2.0,16.0,0.0
568,pro100,Hard Legion,2.0,0.0,16.0,1.0
569,Virtus.pro,Natus Vincere,2.0,0.0,16.0,1.0
570,Winstrike,Nemiga,2.0,0.0,16.0,1.0
571,Cloud9,100 Thieves,0.0,2.0,16.0,0.0
572,Gen.G,Evil Geniuses,2.0,1.0,16.0,1.0
573,Casa de Papel,Red Instinct,0.0,2.0,16.0,0.0
574,ENCE,Apeks,2.0,0.0,16.0,1.0
575,Astralis,Heretics,2.0,0.0,16.0,1.0
576,NiP,compLexity,2.0,1.0,16.0,1.0
577,fnatic,Vitality,1.0,2.0,16.0,0.0
578,North,Dignitas,0.0,2.0,16.0,0.0
579,Syman,Espada,2.0,1.0,16.0,1.0
580,Hard Legion,pro100,0.0,2.0,16.0,0.0
581,Natus Vincere,Virtus.pro,0.0,2.0,16.0,0.0
582,Nemiga,Winstrike,0.0,2.0,16.0,0.0
583,100 Thieves,Cloud9,2.0,0.0,16.0,1.0
584,Evil Geniuses,Gen.G,1.0,2.0,16.0,0.0
585,Red Instinct,Casa de Papel,2.0,0.0,16.0,1.0
586,Apeks,ENCE,0.0,2.0,16.0,0.0
587,Heretics,Astralis,0.0,2.0,16.0,0.0
588,compLexity,NiP,1.0,2.0,16.0,0.0
589,Vitality,fnatic,2.0,1.0,16.0,1.0
590,Apeks,KOVA,2.0,0.0,17.0,1.0
591,Nemiga,Winstrike,1.0,2.0,17.0,0.0
592,forZe,Spirit,0.0,2.0,17.0,0.0
593,Gambit Youngsters,Unique,2.0,0.0,17.0,1.0
594,YeaH!,Bad News Bears,0.0,2.0,17.0,0.0
595,MIBR,EnVy,2.0,1.0,17.0,1.0
596,Liquid,FURIA,0.0,2.0,17.0,0.0
597,Heroic,KOVA,1.0,0.0,17.0,1.0
598,c0ntact,GODSENT,1.0,2.0,17.0,0.0
599,Dignitas,ENCE,1.0,2.0,17.0,0.0
600,mousesports,FaZe,0.0,2.0,17.0,0.0
601,North,Nordavind,1.0,0.0,17.0,1.0
602,KOVA,Apeks,0.0,2.0,17.0,0.0
603,Winstrike,Nemiga,2.0,1.0,17.0,1.0
604,Spirit,forZe,2.0,0.0,17.0,1.0
605,Unique,Gambit Youngsters,0.0,2.0,17.0,0.0
606,Bad News Bears,YeaH!,2.0,0.0,17.0,1.0
607,EnVy,MIBR,1.0,2.0,17.0,0.0
608,FURIA,Liquid,2.0,0.0,17.0,1.0
609,KOVA,Heroic,0.0,1.0,17.0,0.0
610,GODSENT,c0ntact,2.0,1.0,17.0,1.0
611,ENCE,Dignitas,2.0,1.0,17.0,1.0
612,FaZe,mousesports,2.0,0.0,17.0,1.0
613,Nordavind,North,0.0,1.0,17.0,0.0
614,North,KOVA,0.0,1.0,18.0,0.0
615,Syman,Hard Legion,1.0,2.0,18.0,0.0
616,pro100,Virtus.pro,2.0,0.0,18.0,1.0
617,Natus Vincere,Espada,2.0,0.0,18.0,1.0
618,Heroic,Nordavind,1.0,0.0,18.0,1.0
619,North,Heroic,0.0,1.0,18.0,0.0
620,Nordavind,KOVA,0.0,1.0,18.0,0.0
621,Morning Light,Swedish Canadians,0.0,1.0,18.0,0.0
622,Morning Light,Way 2 French,0.0,1.0,18.0,0.0
623,TeamOne,"blood, sweat, and tears",1.0,0.0,18.0,1.0
624, Under 21,Big Frames,0.0,1.0,18.0,0.0
625,Warriors International,Polar Ace,0.0,1.0,18.0,0.0
626,AA,Keep the Comms Up,3.0,1.0,18.0,1.0
627,Gen.G,Cloud9,1.0,2.0,18.0,0.0
628,Triumph,Evil Geniuses,0.0,2.0,18.0,0.0
629,ENCE,Apeks,1.0,0.0,18.0,1.0
630,ALTERNATE aTTaX,FATE,1.0,0.0,18.0,1.0
631,NiP,Astralis,1.0,2.0,18.0,0.0
632,Copenhagen Flames,North,2.0,0.0,18.0,1.0
633,Movistar Riders,G2,0.0,2.0,18.0,0.0
634,KOVA,North,1.0,0.0,18.0,1.0
635,Hard Legion,Syman,2.0,1.0,18.0,1.0
636,Virtus.pro,pro100,0.0,2.0,18.0,0.0
637,Espada,Natus Vincere,0.0,2.0,18.0,0.0
638,Nordavind,Heroic,0.0,1.0,18.0,0.0
639,Heroic,North,1.0,0.0,18.0,1.0
640,KOVA,Nordavind,1.0,0.0,18.0,1.0
641,Swedish Canadians,Morning Light,1.0,0.0,18.0,1.0
642,Way 2 French,Morning Light,1.0,0.0,18.0,1.0
643,"blood, sweat, and tears",TeamOne,0.0,1.0,18.0,0.0
644,Big Frames, Under 21,1.0,0.0,18.0,1.0
645,Polar Ace,Warriors International,1.0,0.0,18.0,1.0
646,Keep the Comms Up,AA,1.0,3.0,18.0,0.0
647,Cloud9,Gen.G,2.0,1.0,18.0,1.0
648,Evil Geniuses,Triumph,2.0,0.0,18.0,1.0
649,Apeks,ENCE,0.0,1.0,18.0,0.0
650,FATE,ALTERNATE aTTaX,0.0,1.0,18.0,0.0
651,Astralis,NiP,2.0,1.0,18.0,1.0
652,North,Copenhagen Flames,0.0,2.0,18.0,0.0
653,G2,Movistar Riders,2.0,0.0,18.0,1.0
654,Unicorns of Love,PACT,1.0,0.0,19.0,1.0
655,GODSENT,Apeks,0.0,1.0,19.0,0.0
656,Gambit Youngsters,Spirit,0.0,2.0,19.0,0.0
657,forZe,Nemiga,0.0,2.0,19.0,0.0
658,Unique,Winstrike,0.0,2.0,19.0,0.0
659,ENCE,Dignitas,1.0,0.0,19.0,1.0
660,GODSENT,ENCE,0.0,1.0,19.0,0.0
661,Paradox,FURY,1.0,0.0,19.0,1.0
662,PC419,TWA,0.0,1.0,19.0,0.0
663,Overt,AVANT,0.0,1.0,19.0,0.0
664,FURY,Incept,0.0,1.0,19.0,0.0
665,Ground Zero,Rooster,0.0,1.0,19.0,0.0
666,TWA, esea open,0.0,1.0,19.0,0.0
667,Dignitas,Apeks,1.0,0.0,19.0,1.0
668,AVANT,Ground Zero,1.0,0.0,19.0,1.0
669,Recon 5,Infinity,1.0,0.0,19.0,1.0
670, Buffdaddy's Paypal,Polar Ace,0.0,1.0,19.0,0.0
671,RED Canids,Soberano,2.0,0.0,19.0,1.0
672,Keep the Comms Up,District 7,1.0,0.0,19.0,1.0
673,Rugratz,Polar Ace,1.0,0.0,19.0,1.0
674,PACT,Unicorns of Love,0.0,1.0,19.0,0.0
675,Apeks,GODSENT,1.0,0.0,19.0,1.0
676,Spirit,Gambit Youngsters,2.0,0.0,19.0,1.0
677,Nemiga,forZe,2.0,0.0,19.0,1.0
678,Winstrike,Unique,2.0,0.0,19.0,1.0
679,Dignitas,ENCE,0.0,1.0,19.0,0.0
680,ENCE,GODSENT,1.0,0.0,19.0,1.0
681,FURY,Paradox,0.0,1.0,19.0,0.0
682,TWA,PC419,1.0,0.0,19.0,1.0
683,AVANT,Overt,1.0,0.0,19.0,1.0
684,Incept,FURY,1.0,0.0,19.0,1.0
685,Rooster,Ground Zero,1.0,0.0,19.0,1.0
686, esea open,TWA,1.0,0.0,19.0,1.0
687,Apeks,Dignitas,0.0,1.0,19.0,0.0
688,Ground Zero,AVANT,0.0,1.0,19.0,0.0
689,Infinity,Recon 5,0.0,1.0,19.0,0.0
690,Polar Ace, Buffdaddy's Paypal,1.0,0.0,19.0,1.0
691,Soberano,RED Canids,0.0,2.0,19.0,0.0
692,District 7,Keep the Comms Up,0.0,1.0,19.0,0.0
693,Polar Ace,Rugratz,0.0,1.0,19.0,0.0
694,c0ntact,mousesports,1.0,2.0,20.0,0.0
695,Copenhagen Flames,G2,1.0,2.0,20.0,0.0
696,North,GODSENT,1.0,2.0,20.0,0.0
697,PC419,Bantz,0.0,1.0,20.0,0.0
698, iwis,Incept,0.0,1.0,20.0,0.0
699,Overt,Forbidden,1.0,0.0,20.0,1.0
700,Bantz,ORDER,0.0,1.0,20.0,0.0
701,ORDER,Chiefs,1.0,0.0,20.0,1.0
702,Monstars,Infinity,0.0,1.0,20.0,0.0
703,Warriors International,Rugratz,1.0,0.0,20.0,1.0
704,Thunder Logic,Keep the Comms Up,0.0,2.0,20.0,0.0
705,Mythic,New England Whalers,0.0,1.0,20.0,0.0
706,Big Frames,AA,0.0,1.0,20.0,0.0
707,Keep the Comms Up,Polar Ace,2.0,0.0,20.0,1.0
708,100 Thieves,Triumph,2.0,0.0,20.0,1.0
709,Cloud9,Evil Geniuses,2.0,1.0,20.0,1.0
710,Orgless,Triumph,0.0,1.0,20.0,0.0
711,100 Thieves,Orgless,1.0,0.0,20.0,1.0
712,Gen.G,Orgless,1.0,0.0,20.0,1.0
713,Astralis,Vitality,2.0,0.0,20.0,1.0
714,mousesports,c0ntact,2.0,1.0,20.0,1.0
715,G2,Copenhagen Flames,2.0,1.0,20.0,1.0
716,GODSENT,North,2.0,1.0,20.0,1.0
717,Bantz,PC419,1.0,0.0,20.0,1.0
718,Incept, iwis,1.0,0.0,20.0,1.0
719,Forbidden,Overt,0.0,1.0,20.0,0.0
720,ORDER,Bantz,1.0,0.0,20.0,1.0
721,Chiefs,ORDER,0.0,1.0,20.0,0.0
722,Infinity,Monstars,1.0,0.0,20.0,1.0
723,Rugratz,Warriors International,0.0,1.0,20.0,0.0
724,Keep the Comms Up,Thunder Logic,2.0,0.0,20.0,1.0
725,New England Whalers,Mythic,1.0,0.0,20.0,1.0
726,AA,Big Frames,1.0,0.0,20.0,1.0
727,Polar Ace,Keep the Comms Up,0.0,2.0,20.0,0.0
728,Triumph,100 Thieves,0.0,2.0,20.0,0.0
729,Evil Geniuses,Cloud9,1.0,2.0,20.0,0.0
730,Triumph,Orgless,1.0,0.0,20.0,1.0
731,Orgless,100 Thieves,0.0,1.0,20.0,0.0
732,Orgless,Gen.G,0.0,1.0,20.0,0.0
733,Vitality,Astralis,0.0,2.0,20.0,0.0
734,KOVA,Veto,2.0,1.0,21.0,1.0
735,Wisla Krakow,Nemiga,0.0,1.0,21.0,0.0
736,Dignitas,fnatic,2.0,1.0,21.0,1.0
737,NiP,ENCE,2.0,1.0,21.0,1.0
738,Copenhagen Flames,GODSENT,1.0,2.0,21.0,0.0
739,Rooster,Justice,1.0,0.0,21.0,1.0
740,Chiefs,Mako,1.0,0.0,21.0,1.0
741,Thunder Logic,AA,0.0,2.0,21.0,0.0
742,W7M,DETONA,2.0,0.0,21.0,1.0
743,Alma,Keyd,1.0,1.0,21.0,1.0
744,Veto,KOVA,1.0,2.0,21.0,0.0
745,Nemiga,Wisla Krakow,1.0,0.0,21.0,1.0
746,fnatic,Dignitas,1.0,2.0,21.0,0.0
747,ENCE,NiP,1.0,2.0,21.0,0.0
748,GODSENT,Copenhagen Flames,2.0,1.0,21.0,1.0
749,Justice,Rooster,0.0,1.0,21.0,0.0
750,Mako,Chiefs,0.0,1.0,21.0,0.0
751,AA,Thunder Logic,2.0,0.0,21.0,1.0
752,DETONA,W7M,0.0,2.0,21.0,0.0
753,Keyd,Alma,1.0,1.0,21.0,1.0
754,AA,ETHEREAL,2.0,1.0,22.0,1.0
755,Keep the Comms Up,Thunder Logic,1.0,2.0,22.0,0.0
756,BOOM,Isurus,2.0,0.0,22.0,1.0
757,Nexus,LF Org,2.0,1.0,22.0,1.0
758,Movistar Riders,c0ntact,2.0,1.0,22.0,1.0
759,G2,FaZe,0.0,2.0,22.0,0.0
760,ETHEREAL,AA,1.0,2.0,22.0,0.0
761,Thunder Logic,Keep the Comms Up,2.0,1.0,22.0,1.0
762,Isurus,BOOM,0.0,2.0,22.0,0.0
763,LF Org,Nexus,1.0,2.0,22.0,0.0
764,c0ntact,Movistar Riders,1.0,2.0,22.0,0.0
765,FaZe,G2,2.0,0.0,22.0,1.0
766,North,mousesports,2.0,0.0,23.0,1.0
767,Heretics,ENCE,2.0,0.0,23.0,1.0
768,Liquid,MIBR,2.0,0.0,23.0,1.0
769,Bad News Bears,FURIA,0.0,2.0,23.0,0.0
770,EnVy,YeaH!,2.0,0.0,23.0,1.0
771,Imperial,Isurus,1.0,2.0,23.0,0.0
772,compLexity,Vitality,1.0,2.0,23.0,0.0
773,mousesports,North,0.0,2.0,23.0,0.0
774,ENCE,Heretics,0.0,2.0,23.0,0.0
775,MIBR,Liquid,0.0,2.0,23.0,0.0
776,FURIA,Bad News Bears,2.0,0.0,23.0,1.0
777,YeaH!,EnVy,0.0,2.0,23.0,0.0
778,Isurus,Imperial,2.0,1.0,23.0,1.0
779,Vitality,compLexity,2.0,1.0,23.0,1.0
780,Astralis,fnatic,1.0,2.0,24.0,0.0
781,9z,DETONA Pound,2.0,0.0,24.0,1.0
782,Orgless,Cloud9,1.0,2.0,24.0,0.0
783,Evil Geniuses,100 Thieves,1.0,2.0,24.0,0.0
784,Gen.G,Triumph,2.0,1.0,24.0,1.0
785,Isurus,BOOM,0.0,2.0,24.0,0.0
786,RED Canids,Imperial,0.0,2.0,24.0,0.0
787,Dignitas,NiP,0.0,2.0,24.0,0.0
788,fnatic,Astralis,2.0,1.0,24.0,1.0
789,DETONA Pound,9z,0.0,2.0,24.0,0.0
790,Cloud9,Orgless,2.0,1.0,24.0,1.0
791,100 Thieves,Evil Geniuses,2.0,1.0,24.0,1.0
792,Triumph,Gen.G,1.0,2.0,24.0,0.0
793,BOOM,Isurus,2.0,0.0,24.0,1.0
794,Imperial,RED Canids,2.0,0.0,24.0,1.0
795,NiP,Dignitas,2.0,0.0,24.0,1.0
796,Copenhagen Flames,c0ntact,2.0,1.0,25.0,1.0
797,mousesports,Movistar Riders,0.0,2.0,25.0,0.0
798,Hard Legion,Nemiga,0.0,2.0,25.0,0.0
799,FURIA,EnVy,2.0,1.0,25.0,1.0
800,Liquid,Bad News Bears,2.0,1.0,25.0,1.0
801,YeaH!,MIBR,0.0,2.0,25.0,0.0
802,GODSENT,G2,0.0,2.0,25.0,0.0
803,RED Canids,Isurus,1.0,2.0,25.0,0.0
804,BOOM,Imperial,2.0,0.0,25.0,1.0
805,c0ntact,Copenhagen Flames,1.0,2.0,25.0,0.0
806,Movistar Riders,mousesports,2.0,0.0,25.0,1.0
807,Nemiga,Hard Legion,2.0,0.0,25.0,1.0
808,EnVy,FURIA,1.0,2.0,25.0,0.0
809,Bad News Bears,Liquid,1.0,2.0,25.0,0.0
810,MIBR,YeaH!,2.0,0.0,25.0,1.0
811,G2,GODSENT,2.0,0.0,25.0,1.0
812,Isurus,RED Canids,2.0,1.0,25.0,1.0
813,Imperial,BOOM,0.0,2.0,25.0,0.0
814,SKADE,Nordavind,1.0,2.0,26.0,0.0
815,Dignitas,Heretics,1.0,2.0,26.0,0.0
816,FaZe,North,2.0,1.0,26.0,1.0
817,Espada,Endpoint,2.0,1.0,26.0,1.0
818,Keyd,DETONA,1.0,1.0,26.0,1.0
819,Soberano,Alma,1.0,1.0,26.0,1.0
820,Gen.G,100 Thieves,2.0,0.0,26.0,1.0
821,Triumph,Cloud9,2.0,1.0,26.0,1.0
822,Evil Geniuses,Orgless,2.0,0.0,26.0,1.0
823,Vitality,NiP,1.0,2.0,26.0,0.0
824,BOOM,RED Canids,2.0,1.0,26.0,1.0
825,Isurus,Imperial,2.0,1.0,26.0,1.0
826,Nordavind,SKADE,2.0,1.0,26.0,1.0
827,Heretics,Dignitas,2.0,1.0,26.0,1.0
828,North,FaZe,1.0,2.0,26.0,0.0
829,Endpoint,Espada,1.0,2.0,26.0,0.0
830,DETONA,Keyd,1.0,1.0,26.0,1.0
831,Alma,Soberano,1.0,1.0,26.0,1.0
832,100 Thieves,Gen.G,0.0,2.0,26.0,0.0
833,Cloud9,Triumph,1.0,2.0,26.0,0.0
834,Orgless,Evil Geniuses,0.0,2.0,26.0,0.0
835,NiP,Vitality,2.0,1.0,26.0,1.0
836,RED Canids,BOOM,1.0,2.0,26.0,0.0
837,Imperial,Isurus,1.0,2.0,26.0,0.0
838,compLexity,Astralis,1.0,2.0,27.0,0.0
839,Illuminar,Endpoint,0.0,2.0,27.0,0.0
840,pro100,Espada,0.0,2.0,27.0,0.0
841,Astralis,compLexity,2.0,1.0,27.0,1.0
842,Endpoint,Illuminar,2.0,0.0,27.0,1.0
843,Espada,pro100,2.0,0.0,27.0,1.0
844,Secret,Hard Legion,2.0,1.0,28.0,1.0
845,Nemiga,Japaleno,2.0,0.0,28.0,1.0
846,W7M,Isurus,1.0,1.0,28.0,1.0
847,EnVy,Bad News Bears,0.0,2.0,28.0,0.0
848,Bravos,RED Canids,1.0,1.0,28.0,1.0
849,Spirit,forZe,2.0,0.0,28.0,1.0
850,Hard Legion,Secret,1.0,2.0,28.0,0.0
851,Japaleno,Nemiga,0.0,2.0,28.0,0.0
852,Isurus,W7M,1.0,1.0,28.0,1.0
853,Bad News Bears,EnVy,2.0,0.0,28.0,1.0
854,RED Canids,Bravos,1.0,1.0,28.0,1.0
855,forZe,Spirit,0.0,2.0,28.0,0.0
856,Heretics,SKADE,2.0,1.0,29.0,1.0
857,ZIGMA,Beyond,0.0,2.0,29.0,0.0
858,Gambit Youngsters,Nordavind,2.0,0.0,29.0,1.0
859,Chiefs,Rooster,2.0,1.0,29.0,1.0
860,Neverest,NOORG,1.0,2.0,29.0,0.0
861,Bad News Bears,Swole Patrol,2.0,0.0,29.0,1.0
862,Neverest,Asterius,2.0,1.0,29.0,1.0
863,Bad News Bears,Recon 5,2.0,0.0,29.0,1.0
864,Cloud9,EnVy,2.0,1.0,29.0,1.0
865,Swole Patrol,Triumph,2.0,0.0,29.0,1.0
866,forZe,OG,2.0,1.0,29.0,1.0
867,BIG,SMASH,2.0,0.0,29.0,1.0
868,MIBR,MAD Lions,1.0,2.0,29.0,0.0
869,Unique,Ztayhome,0.0,2.0,29.0,0.0
870,Neverest,SWS,2.0,1.0,29.0,1.0
871,AVEZ,OG,1.0,2.0,29.0,0.0
872,Spirit,GODSENT,1.0,2.0,29.0,0.0
873,Virtus.pro,forZe,1.0,2.0,29.0,0.0
874,SMASH,Syman,2.0,0.0,29.0,1.0
875,SKADE,Heretics,1.0,2.0,29.0,0.0
876,Beyond,ZIGMA,2.0,0.0,29.0,1.0
877,Nordavind,Gambit Youngsters,0.0,2.0,29.0,0.0
878,Rooster,Chiefs,1.0,2.0,29.0,0.0
879,NOORG,Neverest,2.0,1.0,29.0,1.0
880,Swole Patrol,Bad News Bears,0.0,2.0,29.0,0.0
881,Asterius,Neverest,1.0,2.0,29.0,0.0
882,Recon 5,Bad News Bears,0.0,2.0,29.0,0.0
883,EnVy,Cloud9,1.0,2.0,29.0,0.0
884,Triumph,Swole Patrol,0.0,2.0,29.0,0.0
885,OG,forZe,1.0,2.0,29.0,0.0
886,SMASH,BIG,0.0,2.0,29.0,0.0
887,MAD Lions,MIBR,2.0,1.0,29.0,1.0
888,Ztayhome,Unique,2.0,0.0,29.0,1.0
889,SWS,Neverest,1.0,2.0,29.0,0.0
890,OG,AVEZ,2.0,1.0,29.0,1.0
891,GODSENT,Spirit,2.0,1.0,29.0,1.0
892,forZe,Virtus.pro,2.0,1.0,29.0,1.0
893,Syman,SMASH,0.0,2.0,29.0,0.0
894,Copenhagen Flames,BIG,0.0,2.0,30.0,0.0
895,Ground Zero,Rooster,1.0,2.0,30.0,0.0
896,Lucid Dream,ZIGMA,2.0,1.0,30.0,1.0
897,AVANT,Chiefs,2.0,0.0,30.0,1.0
898,New England Whalers,Triumph,1.0,2.0,30.0,0.0
899,Cloud9,Bad News Bears,2.0,0.0,30.0,1.0
900,Swole Patrol,EnVy,1.0,2.0,30.0,0.0
901,Monstars,Recon 5,0.0,2.0,30.0,0.0
902,Bad News Bears,Triumph,2.0,1.0,30.0,1.0
903,EnVy,Recon 5,2.0,1.0,30.0,1.0
904,Cloud9,New England Whalers,2.0,0.0,30.0,1.0
905,Swole Patrol,Monstars,2.0,0.0,30.0,1.0
906,OG,Spirit,0.0,2.0,30.0,0.0
907,FATE,Virtus.pro,0.0,2.0,30.0,0.0
908,forZe,GODSENT,1.0,2.0,30.0,0.0
909,LDLC,AVEZ,0.0,2.0,30.0,0.0
910,HAVU,MAD Lions,0.0,2.0,30.0,0.0
911,Syman,Endpoint,2.0,1.0,30.0,1.0
912,Virtus.pro,Spirit,1.0,2.0,30.0,0.0
913,GODSENT,AVEZ,2.0,1.0,30.0,1.0
914,BIG,Copenhagen Flames,2.0,0.0,30.0,1.0
915,Rooster,Ground Zero,2.0,1.0,30.0,1.0
916,ZIGMA,Lucid Dream,1.0,2.0,30.0,0.0
917,Chiefs,AVANT,0.0,2.0,30.0,0.0
918,Triumph,New England Whalers,2.0,1.0,30.0,1.0
919,Bad News Bears,Cloud9,0.0,2.0,30.0,0.0
920,EnVy,Swole Patrol,2.0,1.0,30.0,1.0
921,Recon 5,Monstars,2.0,0.0,30.0,1.0
922,Triumph,Bad News Bears,1.0,2.0,30.0,0.0
923,Recon 5,EnVy,1.0,2.0,30.0,0.0
924,New England Whalers,Cloud9,0.0,2.0,30.0,0.0
925,Monstars,Swole Patrol,0.0,2.0,30.0,0.0
926,Spirit,OG,2.0,0.0,30.0,1.0
927,Virtus.pro,FATE,2.0,0.0,30.0,1.0
928,GODSENT,forZe,2.0,1.0,30.0,1.0
929,AVEZ,LDLC,2.0,0.0,30.0,1.0
930,MAD Lions,HAVU,2.0,0.0,30.0,1.0
931,Endpoint,Syman,1.0,2.0,30.0,0.0
932,Spirit,Virtus.pro,2.0,1.0,30.0,1.0
933,AVEZ,GODSENT,1.0,2.0,30.0,0.0
934,Nordavind,BIG,0.0,2.0,31.0,0.0
935,Beyond,ZIGMA,0.0,2.0,31.0,0.0
936,forZe,LDLC,2.0,0.0,31.0,1.0
937,Chiefs,Rooster,2.0,1.0,31.0,1.0
938,Lucid Dream,JigadooD,2.0,0.0,31.0,1.0
939,Spirit,Copenhagen Flames,1.0,2.0,31.0,0.0
940,AVANT,Ground Zero,2.0,0.0,31.0,1.0
941,Asterius,NOORG,0.0,1.0,31.0,0.0
942,PDHM,Monstars,1.0,2.0,31.0,0.0
943,Recon 5,"blood, sweat, and tears",2.0,0.0,31.0,1.0
944,Triumph,ETHEREAL,2.0,0.0,31.0,1.0
945,New England Whalers,Orion,2.0,0.0,31.0,1.0
946,Copenhagen Flames,SKADE,2.0,0.0,31.0,1.0
947,paiN,Imperial,0.0,2.0,31.0,0.0
948,Espada,FATE,0.0,2.0,31.0,0.0
949,Gambit Youngsters,SKADE,1.0,2.0,31.0,0.0
950,Dignitas,LDLC,0.0,2.0,31.0,0.0
